nombre,cluster,calorias,proteina,grasa_total,carbohidratos,fibra
"Cordero, crudo, recortado a 1/8 ""de grasa, parte magra y grasa, compuesto de cortes recortados al por menor, fresco, importado, australiano",11,229,17.84,17.0,0.0,0.0
"Cordero, cocido, recortado a 1/8 ""de grasa, sólo magro separable, compuesto de cortes recortados al por menor, fresco, importado, australiano",7,201,26.71,9.6,0.0,0.0
"Cordero, asado, cocido, recortado a 1/8 ""de grasa, parte magra y grasa, sin hueso, lomo, fresco, importado, australiano",7,187,30.87,7.0,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, parte magra y grasa, con hueso, talón, pierna, fresco, importado, australiano",11,196,20.58,13.0,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, parte magra y grasa, entero (pierna y solomillo), pierna, congelado, importado, Nueva Zelanda",13,201,18.76,13.0,0.0,0.0
"Carne de res, estofado, cocido, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, asado bajo la cuchilla, tira",11,291,26.7,20.0,0.0,0.0
"Cordero, asado, cocido, elección, recortado a 1/8 ""de grasa, parte magra y grasa, entero (pierna y solomillo), pierna, nacional",11,242,26.2,14.0,0.0,0.0
"Cordero, cocido, recortado a 1/8 ""de grasa, sólo magro separable, entero (el brazo y el omóplato), paleta, fresco, importado, australiano",7,233,26.18,13.0,0.0,0.0
"Carne de res, cruda, de todos los grados, recortada a 0 ""de grasa, sólo magro separable, corte Denver, sin hueso, filete al centro debajo de la cuchilla, tira",13,170,19.42,10.0,0.49,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, bistec, lomo superior, paleta, tira",7,222,24.93,13.0,0.0,0.0
"Cordero, asado, cocido, elección, recortado a 1/4 ""de grasa, parte magra y grasa, entero (pierna y solomillo), pierna, nacional",11,258,25.55,16.0,0.0,0.0
"Carne de res, estofado, cocinado, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, costillas estilo campestre",11,296,27.69,21.0,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, parte magra y grasa, entero (el brazo y al corte), paleta, fresco, importado, australiano",11,256,16.68,20.0,0.0,0.0
"Carne de res, cruda, selecta, recortada a 0 ""de grasa, parte magra y grasa, corte Denver, sin hueso, filete al centro debajo de la cuchilla, tira",13,172,19.2,11.0,0.09,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, parte magra y grasa, entero (pierna y solomillo), pierna, fresco, importado, australiano",11,215,18.24,15.0,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, sólo magro separable, entero (el brazo y el omóplato), paleta, fresco, importado, australiano",13,155,19.36,8.0,0.0,0.0
"Carne de res, a la parrilla, cocida, de todos los grados, recortado a 1/8 ""de grasa, sólo magro separable, con labio, sin hueso, filete de lomo superior, lomo",7,198,29.06,9.1,0.0,0.0
"Carne de res, asada, cocida, todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, solomillo superior petite asado, lomo",7,170,29.12,5.9,0.0,0.0
"Carne de res, cruda, parte magra y grasa, sin hueso, solomillo superior con tapa/asado, lomo, alimentado con pasto, importado, australiano",13,127,21.77,4.5,0.01,0.0
"Carne de res, cruda, selecta, recortado a 0 ""de grasa, parte magra y grasa, corte Denver, sin hueso, filete al centro debajo de la cuchilla, tira",13,189,18.85,12.0,0.53,0.0
"Cordero, asado, cocido, recortado a 1/8 ""de grasa, sólo magro separable, sin hueso, parte inferior, pierna, fresco, importado, australiano",7,190,28.6,8.4,0.0,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 0 ""de grasa, parte magra y grasa, filete, lomo de abajo, lomo de fuera, lomo",7,191,27.22,8.3,0.0,0.0
"Carne de res, asada, cocida, todos los grados, recortado a 0 ""de grasa, sólo magro separable, asado de tres puntas, lomo de solomillo inferior, lomo",7,182,26.75,8.3,0.0,0.0
"Cordero, asado, cocinado, recortado a 1/8 ""de grasa, sólo magro separable, sin hueso, lomo, fresco, importado, australiano",7,184,30.97,6.7,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, sólo magro separable, con hueso, talón, pierna, fresco, importado, australiano",13,122,22.49,3.5,0.0,0.0
"Cordero, asado, cocido, elegido, recortado a 1/4 ""de grasa, sólo magro separable, entero (el brazo y el omóplato), paleta, nacional",7,204,24.94,11.0,0.0,0.0
"Cordero, estofado, cocido, elección, recortado a 1/4 ""de grasa, sólo magro separable, entero (el brazo y el omóplato), paleta, nacional",7,283,32.81,16.0,0.0,0.0
"Cordero, a la parrilla, cocido, elegido, recortado a 1/4 ""de grasa, sólo magro separable, entero (el brazo y el omóplato), paleta, nacional",7,210,27.12,11.0,0.0,0.0
"Coctel de frutas, sólidos y líquidos, almíbar extra ligero, en lata (melocotón, piña, pera, uva y cereza)",0,45,0.4,0.1,11.63,1.1
"Carne de res, a la parrilla, cocinada, selecta, recortada a 1/8 ""de grasa, parte magra y grasa, con labio, sin hueso, filete de lomo superior, lomo",11,247,26.92,15.0,0.0,0.0
"Carne de res, cruda, parte magra y grasa, sin hueso, filete/asado con tapa redonda superior, redondo, alimentado con pasto, importado, australiano",13,129,22.24,4.4,0.0,0.0
"Cóctel de frutas, sólidos y líquidos, almíbar extra espeso, en lata (melocotón, piña, pera, uva y cereza)",0,88,0.39,0.1,22.89,1.1
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, lomo superior, lomo",7,202,29.53,8.4,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, sólo magro separable, compuesto de cortes recortados al por menor, fresco, importado, australiano",13,142,20.25,6.2,0.0,0.0
"Cerdo, estofado, cocido, con solución añadida, parte magra y grasa, filetes (filetes), (boston butt), paleta, fresco",11,263,25.84,17.0,0.03,0.0
"Carne de res, cruda, selecta, recortada a 0 ""de grasa, parte magra y grasa, filetes de la parte superior y central de la paleta, terrón de paleta, tira",13,143,20.39,6.1,0.0,0.0
"Carne de res, cruda, selecta, recortada a 0 ""de grasa, parte magra y grasa, filetes de la parte superior y central de la paleta, terrón de paleta, tira",13,140,21.13,5.5,0.0,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, falda exterior, sin hueso, filete al plato",11,292,27.06,20.0,0.0,0.0
"Carne de res, a la parrilla, cocida, de todos los grados, recortado a 1/8 ""de grasa, sólo magro separable, sin hueso, solomillo superior, lomo",7,181,28.26,7.2,0.73,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 1/8 ""de grasa, parte magra y grasa, con labio, sin hueso, filete de lomo superior, lomo",11,275,25.69,19.0,0.0,0.0
"Cerdo, cocido, parte magra y grasa, compuesto de cortes recortados al por menor (pierna, lomo, paleta y costillas), fresco",7,238,26.36,14.0,0.0,0.0
"Carne de res, cruda, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, medallón, paleta tierna, terrón de paleta, tirada",13,144,20.54,6.2,0.0,0.0
"Carne de res, cruda, de todos los grados, recortada a 0 ""de grasa, parte magra y grasa, America's Beef Roast, sin hueso, asado",13,180,19.18,11.0,0.0,0.0
"Carne de res, asada, cocida, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, ojo de asado redondo, redondo",7,167,29.66,4.5,0.0,0.0
"Cordero, asado a fuego lento, cocido, parte magra y grasa, sin pierna, tonto, pierna con hueso de túnel, importado, Nueva Zelanda",11,208,23.41,13.0,0.03,0.0
"Bebidas, vitaminas B6 y B12, ácido pantoténico, niacina, con cafeína añadida, sin azúcar, RED BULL, bebida energética",0,5,0.25,0.1,0.7,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, parte magra y grasa, sin hueso, solomillo, pierna, fresco, importado, australiano",11,208,18.33,14.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, falda interior, sin hueso, filete al plato",7,245,29.36,14.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 1/8 ""de grasa, parte magra y grasa, sin hueso, solomillo superior, lomo",7,238,26.3,14.0,1.1,0.0
"Cordero, asado, cocido, elección, recortado a 1/4 ""de grasa, sólo magro separable, entero (pierna y solomillo), pierna, nacional",7,191,28.3,7.7,0.0,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, ojo de filete redondo, redondo",7,159,29.66,4.5,0.0,0.0
"Ensalada de frutas, sólidos y líquidos, almíbar extra espeso, en lata (melocotón, pera, albaricoque, piña y cereza)",0,88,0.33,0.1,22.77,1.0
"Carne de res, a la parrilla, cocinada, selecta, recortada a 1/8 ""de grasa, parte magra y grasa, sin hueso, solomillo superior, lomo",11,249,25.5,16.0,0.4,0.0
"Carne de res, a la parrilla, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin labio, sin hueso, filete de lomo superior, lomo",7,233,28.19,13.0,0.0,0.0
"Carne de res, a la parrilla, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin labio, sin hueso, filete de lomo superior, lomo",7,207,29.16,9.1,0.0,0.0
"Carne de res, cruda, de todos los grados, recortada a 0 ""de grasa, parte magra y grasa, sin hueso, asado o filete bajo la cuchilla, tira",13,196,19.17,13.0,0.0,0.0
"Carne de res, estofado, cocido, de todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, costillas estilo campestre",7,228,31.41,11.0,0.0,0.0
"Carne de res, estofado, cocinado, todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, asado bajo la cuchilla, tira",7,216,30.54,10.0,0.0,0.0
"Carne de res, estofado, cocinado, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, asado bajo la cuchilla, tira",11,288,27.17,19.0,0.0,0.0
"Carne de res, estofado, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, asado a la parrilla, tiras",11,306,26.39,21.0,0.0,0.0
"Carne de res, cruda, Australia. puntuación de mármol 9, parte magra y grasa, filete de lomo superior / asado, lomo, Wagyu, importado, australiano",1,392,14.58,37.0,0.22,0.0
"Carne de res, a la parrilla, cocida, de todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete de paleta",7,210,27.59,11.0,0.0,0.0
"Carne de res, estofado, cocinado, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete tierno, tira",7,220,32.07,10.0,0.0,0.0
"Carne de res, estofado, cocinado, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete bajo la cuchilla, tira",11,275,28.23,18.0,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, sólo magro separable, entero (pierna y solomillo), pierna, fresco, importado, australiano",13,135,20.46,5.2,0.0,0.0
"Cordero, asado, cocido, recortado a 1/8 ""de grasa, parte magra y grasa, la mitad de la pierna, pierna, fresco, importado, australiano",11,231,25.25,14.0,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, parte magra y grasa, sin hueso, medio solomillo, pierna, fresco, importado, australiano",11,254,17.25,20.0,0.0,0.0
"Carne de res, cruda, selecta, recortada a 0 ""de grasa, sólo magro separable, corte Denver, sin hueso, filete al centro debajo de la cuchilla, tira",13,157,19.71,8.5,0.21,0.0
"Cereales, sin sal, cocidos con agua (incluye hervido y microondas), no enriquecidos, regulares y rápidos, avena",0,71,2.54,1.5,12.0,1.7
"Cordero, a la parrilla, cocido, recortado a 1/8 ""de grasa, parte magra y grasa, lomo, paleta, fresco, importado, australiano",11,291,21.71,22.0,0.0,0.0
"Carne de res, cruda, selecta, recortado a 0 ""de grasa, sólo magro separable, corte Denver, sin hueso, filete debajo de la cuchilla, tira",13,178,19.23,11.0,0.67,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 0 ""de grasa, parte magra y grasa, bistec, lomo superior, paleta, tira",11,228,24.7,14.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, selecta, recortado a 0 ""de grasa, parte magra y grasa, filete, lomo superior, paleta, tira",7,212,25.29,12.0,0.0,0.0
"Carne de res, estofado, cocido, elegido, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, costillas estilo campestre",11,303,27.16,22.0,0.0,0.0
"Carne de res, estofado, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, costillas estilo campestre",11,285,28.47,19.0,0.0,0.0
"Carne de res, cruda, sólo magro separable, sin hueso, bistec/asado con tapa redonda superior, redondo, alimentado con pasto, importado, australiano",13,129,22.41,4.4,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, parte magra y grasa, con hueso, loncha central, pierna, fresco, importado, australiano",13,195,19.17,13.0,0.0,0.0
"Fórmula infantil, con ARA y DHA, no reconstituida, en polvo, con hierro, NUTRAMIGEN LIPIL, ENFAMIL, MEAD JOHNSON",6,494,13.9,26.0,51.0,0.0
"Carne de res, asada, cocida, de todos los grados, recortada a 1/8 ""de grasa, parte magra y grasa, con labios, sin hueso, asado de costilla",11,292,24.3,22.0,0.0,0.0
"Carne de res, asada, cocinada, elección, recortado a 0 ""de grasa, sólo magro separable, sin hueso, solomillo superior petite asado, lomo",7,173,28.97,6.4,0.0,0.0
"Carne de res, a la parrilla, cocida, selecta, recortado a 1/8 ""de grasa, sólo magro separable, con labio, sin hueso, filete de lomo superior, lomo",7,184,29.67,7.3,0.0,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 1/8 ""de grasa, sólo magro separable, con labio, sin hueso, filete de lomo superior, lomo",7,208,28.66,10.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, filete, punta central, codillo, redondo",7,177,27.12,6.8,0.0,0.0
"Carne de res, a la parrilla, cocida, de todos los grados, recortada a 1/8 ""de grasa, parte magra y grasa, con labios, sin hueso, filete de costilla",11,291,23.69,22.0,0.0,0.0
"Cerdo, a la parrilla, cocinado, con solución añadida, parte magra y grasa, sin hueso, lomo superior (chuletas), lomo, fresco",7,190,28.35,7.7,0.0,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, sólo magro separable, falda exterior, sin hueso, filete al plato",11,282,27.68,19.0,0.0,0.0
"Fórmula infantil, con ARA y DHA, lista para tomar, con hierro, ADVANCE 24, SPECIAL CARE, SIMILAC, ABBOTT NUTRITION",0,71,1.8,3.3,8.73,0.0
"Fórmula infantil, con ARA y DHA, no reconstituida, concentrada líquida, LIPIL, PROSOBEE, ENFAMIL, MEAD JOHNSON",0,131,3.19,7.1,13.58,0.0
"Carne de res, asada, cocida, todos los grados, recortado a 1/8 ""de grasa, parte magra y grasa, sin hueso, lomo superior petite asado",7,228,27.0,13.0,1.0,0.0
"Cerdo, crudo, parte magra y grasa, compuesto de cortes recortados al por menor (pierna, lomo, paleta y costillas), fresco",11,216,18.95,15.0,0.0,0.0
"Cerezas, sólidos y líquidos (incluye cerezas agrias rojas del USDA, enlatadas), paquete de agua, enlatadas, rojas, agrias",0,36,0.77,0.1,8.94,1.1
"Carne de res, asada, cocida, selecta, recortado a 0 ""de grasa, sólo magro separable, sin hueso, solomillo superior petite asado, lomo",7,165,29.35,5.3,0.0,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete de lomo, lomo",7,211,30.5,8.9,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, sólo magro separable, sin hueso, chuletas de solomillo, pierna, fresco, importado, australiano",13,132,20.43,4.9,0.0,0.0
"Similar a la margarina, con vitamina D añadida, con sal, aceites no especificados, aproximadamente 37 % de grasa, aceite vegetal para untar",1,339,0.51,38.0,0.66,0.0
"Carne de res, asada, cocida, todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, ojo de asado redondo, redondo",7,163,29.85,3.9,0.0,0.0
"Carne de res, a la parrilla, cocida, de todos los grados, recortado a 1/8 ""de grasa, sólo magro separable, con hueso, chuletón, lomo corto",7,212,27.86,10.0,0.0,0.0
"Carne de res, a la parrilla, cocido, selecto, recortado a 0 ""de grasa, sólo magro separable, sin labio, sin hueso, filete de lomo superior, lomo",7,189,29.99,6.7,0.0,0.0
"Carne de res, asada, cocida, de todos los grados, recortada a 1/8 ""de grasa, parte magra y grasa, con labio, con hueso, costilla para asar",11,300,23.47,23.0,0.0,0.0
"Carne de res, a la parrilla, cocido, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete redondo superior, redondo",7,167,29.96,4.3,0.0,0.0
"Cerdo, estofado, con solución añadida cocido, sólo magro separable, lomo (filetes), (colilla de Boston), paleta, fresco",7,227,27.58,12.0,0.0,0.0
"Cordero, estofado, cocido, recortado a 1/8 ""de grasa, parte magra y grasa, brazo, paleta, fresco, importado, australiano",11,311,29.7,20.0,0.0,0.0
"Carne de res, cruda, de todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, asado o filete bajo la cuchilla, tira",13,140,21.13,6.1,0.31,0.0
"Cordero, asado a fuego lento, cocido, sólo magro separable, sin pierna, tonto, pierna con hueso de túnel, importado, Nueva Zelanda",7,159,25.29,6.4,0.0,0.0
"Carne de res, a la parrilla, cocida, de todos los grados, recortada a 1/8 ""de grasa, parte magra y grasa, con labio, con hueso, filete de costilla",11,309,22.9,24.0,0.0,0.0
"Carne de res, a la parrilla, cocido, elegido, recortado a 0 ""de grasa, sólo magro separable, sin hueso, lomo superior, lomo",7,211,29.22,9.5,0.0,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, sólo magro separable, falda interior, sin hueso, filete al plato",7,234,29.99,13.0,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, parte magra y grasa, con hueso, sin manitas, pierna, fresco, importado, australiano",13,175,21.95,9.7,0.0,0.0
"Carne de res, cruda, selecta, recortado a 0 ""de grasa, parte magra y grasa, medallón, paleta tierna, terrón de paleta, tira",13,145,20.51,6.4,0.0,0.0
"Carne de res, cruda, selecta, recortada a 0 ""de grasa, parte magra y grasa, medallón, paleta tierna, terrón de paleta, tira",13,142,20.93,5.8,0.0,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin labio, sin hueso, filete de costilla",11,271,24.85,19.0,0.0,0.0
"Carne de res, a la parrilla, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, falda exterior, sin hueso, filete al plato",11,281,27.95,19.0,0.0,0.0
"Carne de res, a la parrilla, cocido, elegido, recortado a 0 ""de grasa, parte magra y grasa, falda exterior, sin hueso, filete al plato",11,300,26.46,22.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, selecta, recortado a 1/8 ""de grasa, sólo magro separable, sin hueso, solomillo superior, lomo",7,170,28.36,6.1,0.22,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 1/8 ""de grasa, sólo magro separable, sin hueso, solomillo superior, lomo",7,189,28.19,8.0,1.07,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, ojo de filete redondo, redondo",7,155,29.85,3.9,0.0,0.0
"Carne de res, asada, cocida, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, asado superior, redondo",7,160,29.9,4.5,0.0,0.0
"Carne de res, asada, cocida, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, lomo asado, lomo",7,183,27.31,8.1,0.0,0.0
"Carne de res, estofado, cocido, elegido, recortado a 0 ""de grasa, sólo magro separable, sin hueso, asado bajo la cuchilla, tira",7,231,30.45,11.0,0.0,0.0
"Carne de res, estofado, cocinado, selecto, recortado a 0 ""de grasa, sólo magro separable, sin hueso, asado bajo la cuchilla, tira",7,216,30.68,9.4,0.0,0.0
"Cordero, cocido, elegido, recortado a 1/4 ""de grasa, parte magra y grasa, compuesto de cortes recortados al por menor, nacional",11,294,24.52,21.0,0.0,0.0
"Carne de res, estofado, cocinado, todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, filete bajo la cuchilla, tira",7,219,31.35,10.0,0.0,0.0
"Carne de res, cruda, selecta, recortada a 0 ""de grasa, parte magra y grasa, sin hueso, asado o bistec bajo la cuchilla, tira",13,187,19.2,12.0,0.0,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, sólo magro separable, sin hueso, medio solomillo, pierna, fresco, importado, australiano",13,138,20.48,5.6,0.0,0.0
"Carne de res, cruda, selecta, recortado a 0 ""de grasa, parte magra y grasa, America's Beef Roast, sin hueso, asado",13,185,19.14,12.0,0.0,0.0
"Carne de res, asado, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, ojo de asado redondo, redondo",7,162,29.45,4.0,0.0,0.0
"Carne de res, asada, cocida, elección, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, ojo de asado redondo, redondo",7,171,29.79,4.8,0.0,0.0
"Cordero, asado, cocido, recortado a 1/8 ""de grasa, sólo magro separable, la mitad de la pierna, pierna, fresco, importado, australiano",7,182,27.18,7.3,0.0,0.0
"Carne de res, a la parrilla, cocida, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, extremo pequeño (costillas 10-12), costilla",11,249,27.27,15.0,0.0,0.0
"Cordero, estofado, cocido, recortado a 1/8 ""de grasa, sólo magro separable, brazo, paleta, fresco, importado, australiano",7,238,34.17,10.0,0.0,0.0
"Cordero, a la parrilla, cocido, recortado a 1/8 ""de grasa, sólo magro separable, corte, paleta, fresco, importado, australiano",11,231,23.83,14.0,0.0,0.0
"Carne de res, a la parrilla, cocido, elegido, recortado a 0 ""de grasa, parte magra y grasa, falda interior, sin hueso, filete al plato",7,253,28.9,15.0,0.0,0.0
"Carne de res, a la parrilla, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, falda interior, sin hueso, filete al plato",7,233,30.06,13.0,0.0,0.0
"Carne de res, a la parrilla, cocida, de todos los grados, recortado a 1/8 ""de grasa, parte magra y grasa, filete, lomo corto",11,276,25.4,19.0,0.0,0.0
"Carne de res, a la parrilla, cocida, de todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, filete de paleta",7,196,28.15,9.2,0.0,0.0
"Carne de res, estofado, cocido, elegido, recortado a 0 ""de grasa, sólo magro separable, sin hueso, costillas estilo campestre",7,234,30.95,12.0,0.0,0.0
"Carne de res, a la parrilla, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, ojo de filete redondo, redondo",7,154,29.47,4.0,0.0,0.0
"Carne de res, estofado, cocinado, todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, filete tierno, tira",7,190,33.31,6.3,0.0,0.0
"Carne de res, cruda, parte magra y grasa, sin hueso, filete de lomo/asado, lomo, alimentado con pasto, importado, australiano",13,140,21.13,6.2,0.01,0.0
"Cerdo, asado, calentado, sólo magro separable, sin hueso, sólo carne, loncha en espiral, jamón con jugos naturales, curado",13,126,22.56,3.8,1.08,0.0
"Carne de res, cruda, selecta, recortada a 0 ""de grasa, parte magra y grasa, America's Beef Roast, sin hueso, asado",13,173,19.25,11.0,0.0,0.0
"Fórmula infantil, con ARA y DHA, no reconstituida, en polvo, con hierro, PROSOBEE LIPIL, ENFAMIL, MEAD JOHNSON",6,510,12.5,27.0,53.0,0.0
"Carne de res, cruda, selecta, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, asado o bistec bajo la cuchilla, tira",11,202,19.15,14.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, elección, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, ojo de filete redondo, redondo",7,163,29.79,4.8,0.0,0.0
"Cordero, estofado, cocido, parte magra y grasa, entero (el brazo y la cuchilla), paleta, congelado, importado, Nueva Zelanda",11,357,28.21,26.0,0.0,0.0
"Carne de res, estofado, cocido, selecto, recortado a 0 ""de grasa, sólo magro separable, sin hueso, costillas estilo campestre",7,221,32.1,10.0,0.0,0.0
"Carne de res, cruda, de todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, solomillo superior petite asado/filete, lomo",13,128,23.04,4.0,0.0,0.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, parte magra y grasa, filete, con la punta, codillo, redondo",7,168,29.08,4.8,0.0,0.0
"Carne de res, asada, cocida, de todos los grados, recortada a 1/8 ""de grasa, sólo magro separable, con labios, sin hueso, asado de costilla",7,218,28.21,12.0,0.0,0.0
"Carne de res, estofado, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete bajo la cuchilla, tira",7,261,29.18,16.0,0.0,0.0
"Carne de res, estofado, cocido, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete bajo la cuchilla, tira",11,284,27.6,19.0,0.0,0.0
"Cordero, asado a fuego lento, cocido, parte magra y grasa, sin hueso, enrollado, paleta en red, importado, Nueva Zelanda",11,287,21.45,22.0,0.05,0.0
"Cordero, crudo, recortado a 1/8 ""de grasa, sólo magro separable, con hueso, loncha central, pierna, fresco, importado, australiano",13,143,20.65,6.1,0.0,0.0
"Coctel de frutas, sólidos y líquidos, almíbar ligero, enlatado (melocotón, piña, pera, uva y cereza)",0,57,0.4,0.1,14.93,1.0
"Carne de res, a la parrilla, cocinada, todos los grados, recortado a 0 ""de grasa, sólo magro separable, sin hueso, filete de solomillo superior, lomo",7,171,30.58,5.4,0.0,0.0
"Carne de res, asada, cocida, de todos los grados, recortado a 1/8 ""de grasa, sólo magro separable, sin hueso, lomo superior petite asado",7,195,28.33,8.8,0.82,0.0
"Yogur, fortificado con vitamina D, endulzado con edulcorante bajo en calorías, leche descremada, sabor a vainilla o limón",0,43,3.86,0.2,7.5,0.0
"Cordero, asado, cocido, parte magra y grasa, entero (pierna y solomillo), pierna, congelado, importado, Nueva Zelanda",11,246,24.81,16.0,0.0,0.0
"Cerdo, asado a la parrilla, cocido, con solución añadida, sólo magro separable, sin hueso, lomo superior (chuletas), lomo, fresco",7,169,28.95,5.0,0.0,0.0
"Carne de res, cruda, parte magra y grasa, sin hueso, filete chuletón/asado con labios, costilla, alimentado con pasto, importado, australiano",11,217,19.8,15.0,0.11,0.0
"Carne de res, a la parrilla, cocida, de todos los grados, recortada a 1/8 ""de grasa, sólo magro separable, con labios, sin hueso, filete de costilla",7,207,27.97,11.0,0.0,0.0
"Carne de res, estofado, cocido, elegido, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete tierno, tira",7,225,32.21,11.0,0.0,0.0
"Carne de res, estofado, cocinado, selecto, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete tierno, tira",7,211,31.86,9.3,0.0,0.0
"Carne de res, a la parrilla, cocinada, opción USDA, recortado a 0 ""de grasa, separables magra y grasa, filete, lomo corto",11,283,23.61,20.0,0.0,0.0
"Carne de res, a la parrilla, cocida, USDA selecta, recortado a 0 ""de grasa, parte magra y grasa, filete, lomo corto",11,267,24.47,18.0,0.0,0.0
"Cóctel de frutas, sólidos y líquidos, almíbar espeso, en lata (melocotón, piña, pera, uva y cereza)",0,73,0.39,0.1,18.91,1.0
"Carne de res, a la parrilla, cocida, selecta, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete de paleta",7,220,27.51,12.0,0.0,0.0
"Carne de res, a la parrilla, cocida, selecta, recortado a 0 ""de grasa, parte magra y grasa, sin hueso, filete de paleta",7,194,27.7,9.3,0.0,0.0
"Cordero, estofado, cocido, recortado a 1/8 ""de grasa, parte magra y grasa, brazuelo, congelado, importado, Nueva Zelanda",11,258,26.97,16.0,0.0,0.0
"Carne de res, a la parrilla, cocida, de todos los grados, recortada a 1/8 ""de grasa, sólo magro separable, con los labios, con hueso, filete de costilla",7,221,27.4,12.0,0.0,0.0
